,feature,importance
0,ch20m219_0,18.801549911499023
1,ch18k023_1,16.678159713745117
2,ch19l070_1,15.62677001953125
3,ch08b199_3,13.828479766845703
4,ch19l033_1,12.008464813232422
5,ch17j073_0,10.931868553161621
6,ch19l263_4,10.929134368896484
7,ch12f219_0,10.841212272644043
8,cp13f005_6,10.796745300292969
9,ch17j100_1,10.214079856872559
10,ch19l031_2,10.183788299560547
11,ch18k079_0,10.173145294189453
12,ch18k100_1,10.116581916809082
13,cp08a005_5,9.94336986541748
14,ch09c052_2,9.82736873626709
15,ch20m233_4,9.746879577636719
16,ch18k229_2,9.664965629577637
17,ch17j235_4,9.661867141723633
18,ch11e173_0,9.39393138885498
19,ch13g011_3,9.33798885345459
20,ch18k133_5,9.324651718139648
21,ch18k260_6,9.294720649719238
22,ch20m105_Missing,9.285314559936523
23,ch08b238_2,9.127449035644531
24,ch15h006_Missing,9.038002014160156
25,ch19l083_0,8.981597900390625
26,cp10c003_4,8.898155212402344
27,ch13g133_8,8.845492362976074
28,cp18j014_7,8.673855781555176
29,ch20m219_1,8.646973609924316
30,ch20m100_Missing,8.601361274719238
31,ch08b199_1,8.531240463256836
32,ch18k246_0,8.525550842285156
33,cp08a016_7,8.525064468383789
34,cp20l012_4,8.495725631713867
35,cp09b003_6,8.426621437072754
36,cp15h010_7,8.409565925598145
37,ch20m263_1,8.405637741088867
38,ch13g133_5,8.382949829101562
39,ch17j097_0,8.243461608886719
40,cp13f002_4,8.232442855834961
41,ch17j011_3,8.219542503356934
42,ch12f204_2,8.193818092346191
43,ch15h252_3,8.15045166015625
44,cp20l010_6,8.143787384033203
45,ch17j219_0,8.112905502319336
46,ch18k200_5,8.06125259399414
47,ch17j100_Missing,8.040358543395996
48,ch18k219_0,7.975478172302246
49,ch16i006_8,7.968522548675537
50,ch18k105_1,7.94577693939209
51,cp14g001_7,7.927260398864746
52,cp14g011_7,7.920809745788574
53,ch18k235_5,7.825738906860352
54,ch15h225_0,7.82552433013916
55,ch12f251_5,7.78865909576416
56,ch08b011_3,7.784012317657471
57,ch17j254_3,7.75847864151001
58,ch17j138_0,7.707418441772461
59,cp15h019_8,7.638704776763916
60,ch17j260_Missing,7.628384590148926
61,ch18k260_1,7.573505878448486
62,ch19l015_6,7.553867816925049
63,ch19l100_1,7.514318466186523
64,ch15h020_3,7.45088005065918
65,ch17j006_Missing,7.448398590087891
66,ch11e173_1,7.425533294677734
67,ch16i039_1,7.414813041687012
68,ch18k022_1,7.382417678833008
69,cp17i001_3,7.303932189941406
70,ch16i204_1,7.277607440948486
71,ch10d022_1,7.274687767028809
72,ch13g134_2,7.261275291442871
73,cp19k019_0,7.2306413650512695
74,ch17j198_4,7.22002649307251
75,ch11e012_2,7.1649980545043945
76,ch13g239_1,7.133580207824707
77,cp19k010_Missing,7.126750946044922
78,ch08b045_2,7.121973991394043
79,ch12f014_1,7.098150253295898
80,ch20m070_0,7.0769805908203125
81,ch20m100_1,7.066506862640381
82,ch17j031_2,7.0351691246032715
83,ch12f199_1,7.0349297523498535
84,cp18j013_7,7.034611225128174
85,ch20m097_0,7.020379066467285
86,ch18k105_Missing,7.006345748901367
87,ch18k136_1,7.001542568206787
88,ch18k133_4,6.984222412109375
89,ch20m137_0,6.979760646820068
90,ch19l097_1,6.976110458374023
91,ch09c232_2,6.961161136627197
92,ch17j233_5,6.958981037139893
93,ch18k261_4,6.953652858734131
94,ch18k254_4,6.948687553405762
95,ch18k228_0,6.912670612335205
96,ch08b100_Missing,6.886559963226318
97,ch11e252_3,6.875311851501465
98,ch12f006_7,6.873595714569092
99,ch16i012_2,6.870841026306152
100,ch16i202_2,6.869271755218506
101,cp15h014_4,6.867972373962402
102,ch20m033_1,6.864869594573975
103,ch13g105_Missing,6.821048736572266
104,cp18j019_0,6.820415496826172
105,ch08b014_3,6.819701194763184
106,ch09c020_1,6.812904357910156
107,cp13f004_6,6.812768936157227
108,cp18j011_6,6.781160831451416
109,ch17j105_1,6.7793965339660645
110,ch10d135_3,6.759215354919434
111,ch18k183_1,6.749990940093994
112,ch18k006_9,6.746871471405029
113,ch20m007_7,6.742647171020508
114,ch13g260_1,6.6916279792785645
115,cp20l012_Missing,6.679325580596924
