,feature,importance
0,cw08a095_0,12.534284591674805
1,cw12e399_0,11.957958221435547
2,cw20m094_0,11.722050666809082
3,cw09b390_1,10.834388732910156
4,cw08a095_1,10.629685401916504
5,cw15h234_0,10.612730979919434
6,cw12e095_0,10.547178268432617
7,cw19l094_0,10.45273208618164
8,cw15h412_Missing,10.366826057434082
9,cw15h139_Missing,10.306291580200195
10,cw14g121_1,9.956171035766602
11,cw18k344_0,9.938151359558105
12,cw14g390_0,9.843833923339844
13,cw20m095_1,9.78808879852295
14,cw20m092_0,9.758312225341797
15,cw20m310_3,9.52241039276123
16,cw20m327_4,9.492576599121094
17,cw14g391_1,9.075728416442871
18,cw20m146_2,9.023999214172363
19,cw10c121_1,8.881386756896973
20,cw18k391_1,8.781050682067871
21,cw08a146_2,8.707076072692871
22,cw16i267_0,8.654762268066406
23,cw15h235_0,8.581774711608887
24,cw15h130_7,8.528960227966309
25,cw18k404_4,8.528046607971191
26,cw12e139_Missing,8.484283447265625
27,cw15h121_2,8.410473823547363
28,cw15h143_3,8.332050323486328
29,cw18k191_1,8.2149019241333
30,cw08a328_1,8.167280197143555
31,cw18k091_0,8.118059158325195
32,cw18k417_3,8.113981246948242
33,cw18k095_1,8.012238502502441
34,cw12e121_1,7.990507125854492
35,cw09b400_0,7.824455738067627
36,cw18k286_0,7.788468360900879
37,cw17j091_0,7.718733787536621
38,cw08a121_1,7.663112163543701
39,cw16i128_7,7.550835132598877
40,cw19l091_0,7.544875144958496
41,cw12e419_2,7.5245890617370605
42,cw11d095_0,7.52044677734375
43,cw20m122_1,7.518767356872559
44,cw15h402_15,7.407068252563477
45,cw09b131_7,7.402803897857666
46,cw09b095_1,7.38249397277832
47,cw10c146_1,7.379395961761475
48,cw18k102_1,7.2914958000183105
49,cw15h423_1,7.276615619659424
50,cw17j142_1,7.273347854614258
51,cw20m409_1,7.238741397857666
52,cw19l424_1,7.23640251159668
53,cw15h129_9,7.224999904632568
54,cw11d131_Missing,7.148011207580566
55,cw20m414_3,7.075098037719727
56,cw17j102_0,7.062491416931152
57,cw17j089_0,6.9705634117126465
58,cw19l395_0,6.9679131507873535
59,cw10c101_1,6.95652961730957
60,cw12e095_1,6.9498162269592285
61,cw10c415_3,6.9241156578063965
62,cw09b391_0,6.920628070831299
63,cw18k096_0,6.887662887573242
64,cw19l133_8,6.817427635192871
65,cw19l122_1,6.763047695159912
66,cw16i352_0,6.728676795959473
67,cw20m088_0,6.677346229553223
68,cw18k390_0,6.65300989151001
69,cw19l393_0,6.627038955688477
70,cw20m402_12,6.5660905838012695
71,cw19l422_2,6.500706672668457
72,cw20m348_0,6.493176460266113
73,cw12e142_1,6.430995941162109
74,cw11d405_Missing,6.398199081420898
75,cw14g405_8,6.35885763168335
76,cw20m135_1,6.33303165435791
77,cw19l096_1,6.322013854980469
78,cw15h420_1,6.3070197105407715
79,cw11d122_1,6.2980546951293945
80,cw11d347_0,6.289187431335449
81,cw19l421_3,6.272912979125977
82,cw08a391_0,6.264516830444336
83,cw18k327_4,6.263610363006592
84,cw10c418_2,6.227170944213867
85,cw18k411_1,6.206777095794678
86,cw12e123_Missing,6.203424453735352
87,cw15h418_3,6.160248756408691
88,cw19l142_1,6.160030364990234
89,cw14g090_0,6.148927688598633
90,cw08a421_3,6.113711833953857
91,cw09b401_1,6.1076436042785645
92,cw10c402_7,6.101888656616211
93,cw19l419_2,6.090156555175781
94,cw19l414_3,6.078347206115723
95,cw12e411_Missing,6.077764987945557
96,cw17j135_10,6.063704013824463
97,cw19l130_8,6.01558780670166
98,cw11d102_0,5.983050346374512
99,cw17j122_2,5.932880401611328
100,cw08a419_2,5.932773590087891
101,cw15h266_1,5.927432537078857
102,cw18k088_Missing,5.921853542327881
103,cw08a146_1,5.908893585205078
104,cw19l257_0,5.87718391418457
105,cw16i327_4,5.86733865737915
106,cw15h347_0,5.862546920776367
107,cw14g096_0,5.80554723739624
108,cw20m404_8,5.736538887023926
109,cw15h132_6,5.729949474334717
110,cw15h402_12,5.718160152435303
111,cw16i101_1,5.712015151977539
112,cw18k402_12,5.708183288574219
113,cw12e409_Missing,5.694182395935059
114,cw18k146_Missing,5.67466402053833
115,cw09b121_1,5.672168254852295
116,cw20m140_3,5.672013282775879
117,cw18k089_0,5.671295642852783
118,cw14g129_7,5.666443347930908
119,cw18k414_3,5.6389079093933105
120,cw14g394_0,5.636609077453613
121,cw15h060_2,5.630217552185059
122,cw19l391_1,5.6257243156433105
123,cw15h421_2,5.620952129364014
124,cw09b421_2,5.616598129272461
125,cw19l194_0,5.611400604248047
126,cw10c095_1,5.607605934143066
127,cw11d139_4,5.599432468414307
128,cw09b129_7,5.593698501586914
129,cw19l102_1,5.589357376098633
130,cw17j101_0,5.56510066986084
131,cw15h242_0,5.560789108276367
132,cw16i095_0,5.536374568939209
133,cw17j139_1,5.524043083190918
134,cw16i401_0,5.513352394104004
135,cw09b405_8,5.5044708251953125
136,cw17j391_0,5.499936103820801
137,cw18k413_3,5.495376110076904
138,cw18k129_6,5.482806205749512
139,cw17j402_12,5.472723484039307
140,cw16i121_2,5.471181869506836
141,cw08a121_2,5.465762138366699
142,cw13f420_1,5.463089466094971
143,cw18k188_2,5.448390960693359
144,cw19l222_0,5.444362163543701
145,cw11d327_1,5.440597057342529
146,cw13f201_0,5.422512054443359
147,cw14g131_9,5.412405967712402
148,cw12e133_6,5.408196926116943
