,feature,importance
0,cs15h448_0,28.201274871826172
1,cs17j451_0,23.265087127685547
2,cw18k015_0,17.947294235229492
3,cw18k012_0,17.505870819091797
4,cs20m523_1,16.70207405090332
5,cs16i410_Missing,16.37938690185547
6,cw14g035_Missing,16.060941696166992
7,cs14g417_1,15.511396408081055
8,cw18k000_0,14.731582641601562
9,cs20m494_Missing,14.627318382263184
10,cs20m524_0,13.92524528503418
11,cs15h321_1,13.201545715332031
12,cs16i492_2,13.145063400268555
13,cs20m329_5,13.094935417175293
14,cw16i043_5,13.080299377441406
15,cs17j331_1,12.714095115661621
16,cw13f034_8,12.593940734863281
17,cw20m000_0,12.41426944732666
18,cw19l020_0,11.686441421508789
19,cs20m494_0,11.613656044006348
20,cs16i489_2,11.49063491821289
21,cs17j334_Missing,11.352334022521973
22,cs10c361_Missing,11.327543258666992
23,cs15h484_3,11.281424522399902
24,cs17j449_0,11.18797779083252
25,cs15h330_3,11.141196250915527
26,cs20m495_0,11.089104652404785
27,cs11d351_3,11.032808303833008
28,cw19l016_0,10.899283409118652
29,cs08a326_4,10.866482734680176
30,cs09b359_4,10.846941947937012
31,cw13f000_Missing,10.701284408569336
32,cs19l516_2,10.671342849731445
33,cs15h453_1,10.575218200683594
34,cs09b368_7,10.432144165039062
35,cs17j489_2,10.382136344909668
36,cw08a000_0,10.346638679504395
37,cs16i484_4,10.286164283752441
38,cw15h043_5,10.237038612365723
39,cw19l022_0,10.063453674316406
40,cs17j332_2,10.057024955749512
41,cs19l419_Missing,9.918269157409668
42,cw08a043_5,9.903674125671387
43,cs15h351_4,9.867155075073242
44,cw10c035_Missing,9.832232475280762
45,cs20m410_Missing,9.827876091003418
46,cw19l015_0,9.780488014221191
47,cs08a351_2,9.757329940795898
48,cs19l445_1,9.71700668334961
49,cs17j328_Missing,9.690282821655273
50,cs20m329_4,9.588509559631348
51,cs17j334_3,9.582145690917969
52,cs16i449_0,9.537355422973633
53,cs16i486_2,9.509803771972656
54,cs20m581_5,9.479022979736328
55,cs08a352_5,9.425111770629883
56,cs15h330_4,9.404422760009766
57,cs16i505_2,9.341053009033203
58,cs16i430_1,9.28895378112793
59,cs18k466_0,9.220030784606934
60,cs20m527_0,9.210006713867188
61,cs17j330_3,9.18631362915039
62,cs18k485_5,9.118352890014648
63,cs18k452_0,9.046125411987305
64,cs18k340_4,9.039097785949707
65,cs16i325_2,9.022520065307617
66,cs15h420_1,9.004501342773438
67,cw08a001_0,8.954717636108398
68,cw19l000_0,8.91183090209961
69,cs12e324_2,8.842804908752441
70,cs20m474_5,8.792388916015625
71,cs18k432_2,8.778117179870605
72,cs15h374_1,8.773208618164062
73,cs16i340_4,8.66001033782959
74,cs13f420_1,8.659543991088867
75,cs09b341_5,8.648001670837402
76,cs17j412_5,8.645890235900879
77,cs17j466_1,8.613277435302734
78,cs15h371_3,8.594215393066406
79,cs16i493_1,8.583427429199219
80,cs19l324_5,8.548969268798828
81,cs20m570_0,8.436954498291016
82,cs11d361_Missing,8.401646614074707
83,cs16i488_2,8.387031555175781
84,cs20m576_1,8.326927185058594
85,cw19l019_0,8.291686058044434
86,cs19l329_5,8.24709701538086
87,cs17j493_2,8.243637084960938
88,cs17j339_5,8.238274574279785
89,cs17j414_2,8.220308303833008
90,cs15h493_2,8.213068008422852
91,cs14g420_1,8.169641494750977
92,cs12e328_5,8.166946411132812
93,cs18k507_1,8.12635612487793
94,cs18k474_2,8.072819709777832
95,cs11d347_3,8.05084228515625
96,cs19l410_3,8.042466163635254
97,cs15h321_9,8.033788681030273
98,cw13f001_1,8.032575607299805
99,cw18k047_1,8.016489028930664
100,cs16i453_0,7.967034339904785
101,cs14g446_1,7.9438676834106445
102,cs18k345_Missing,7.9354047775268555
103,cs15h353_Missing,7.898177146911621
104,cs20m483_Missing,7.890007019042969
105,cs12e436_7,7.84258508682251
106,cs20m352_1,7.838617324829102
107,cs19l473_2,7.829536437988281
108,cs18k512_4,7.819286346435547
109,cs13f358_3,7.81195068359375
110,cs19l329_4,7.806763648986816
111,cw16i000_1,7.751349925994873
