,feature,importance
0,cp20l146_Missing,15.070915222167969
1,cp14g072_1,12.362675666809082
2,cp09b104_4,11.854328155517578
3,cp20l117_Missing,11.549436569213867
4,cp14g033_1,11.457703590393066
5,cp09b065_2,11.32597541809082
6,cp09b128_5,11.316441535949707
7,cp14g022_2,11.277351379394531
8,cp20l135_4,11.15337085723877
9,cp14g131_4,10.971553802490234
10,cp17i024_3,10.955431938171387
11,cp14g113_5,10.707448959350586
12,cp09b034_3,10.46306037902832
13,cp09b114_5,10.236328125
14,cp14g037_2,10.071861267089844
15,cp17i033_4,9.905624389648438
16,cp17i139_2,9.862726211547852
17,cp18j135_Missing,9.77151107788086
18,cp11d138_2,9.72928524017334
19,cp17i071_5,9.651801109313965
20,cp17i143_2,9.630938529968262
21,cp17i064_3,9.452310562133789
22,cp13f141_2,9.445502281188965
23,cp14g069_4,9.441570281982422
24,cp11d119_7,9.428016662597656
25,cp11d025_2,9.4181489944458
26,cp17i036_4,9.293928146362305
27,cp17i044_3,9.216702461242676
28,cp20l141_2,9.20476245880127
29,cp09b022_4,9.186158180236816
30,cp14g060_3,9.179346084594727
31,cp17i121_7,9.114523887634277
32,cp17i092_3,9.086002349853516
33,cp18j120_6,9.006924629211426
34,cp17i097_3,8.9450044631958
35,cp09b100_4,8.893121719360352
36,cp19k140_2,8.886631965637207
37,cp17i085_2,8.835885047912598
38,cp20l079_5,8.807379722595215
39,cp11d129_6,8.717687606811523
40,cp20l039_1,8.678901672363281
41,cp17i043_3,8.5388765335083
42,cp09b082_4,8.49014663696289
43,cp20l043_1,8.431882858276367
44,cp17i096_3,8.300296783447266
45,cp11d028_4,8.299548149108887
46,cp20l020_3,8.26717758178711
47,cp09b117_2,8.234519004821777
48,cp18j050_2,8.222609519958496
49,cp14g132_6,8.209620475769043
50,cp20l041_5,8.193121910095215
51,cp19k057_1,8.177081108093262
52,cp19k054_5,8.148110389709473
53,cp13f140_1,8.133874893188477
54,cp18j148_5,8.11493968963623
55,cp09b080_4,8.105253219604492
56,cp20l105_5,8.075859069824219
57,cp09b059_4,8.064873695373535
58,cp11d057_2,8.013671875
59,cp17i086_3,7.957714557647705
60,cp14g138_2,7.955877304077148
61,cp19k145_2,7.953893661499023
62,cp17i063_5,7.939420700073242
63,cp08a058_2,7.91834831237793
64,cp17i062_3,7.9115118980407715
65,cp08a124_4,7.886735439300537
66,cp20l022_4,7.876485347747803
67,cp17i109_4,7.834430694580078
68,cp18j081_5,7.819461345672607
69,cp13f125_7,7.810808181762695
70,cp14g048_2,7.801520347595215
71,cp18j073_6,7.79484748840332
72,cp14g133_2,7.740146636962891
73,cp19k026_4,7.688206672668457
74,cp19k139_2,7.662864685058594
75,cp17i033_3,7.661617755889893
76,cp13f080_5,7.626375198364258
77,cp19k145_1,7.609583854675293
78,cp14g124_2,7.580733299255371
79,cp19k151_4,7.566943645477295
80,cp13f097_2,7.562816619873047
81,cp20l120_7,7.550040245056152
82,cp08a021_2,7.538897514343262
83,cp14g098_3,7.526930809020996
84,cp17i037_2,7.504085540771484
85,cp17i068_3,7.5030975341796875
86,cp17i063_3,7.492809295654297
87,cp20l104_7,7.491111755371094
88,cp18j067_4,7.477251052856445
89,cp13f116_5,7.457087993621826
90,cp18j123_6,7.455868244171143
91,cp17i132_6,7.437132358551025
92,cp13f068_2,7.426126956939697
93,cp14g111_7,7.409259796142578
94,cp14g055_5,7.384340763092041
95,cp20l043_3,7.352334976196289
96,cp17i096_1,7.351505279541016
97,cp11d046_4,7.34400749206543
98,cp09b036_5,7.336906433105469
99,cp11d145_2,7.31606388092041
100,cp11d079_3,7.297588348388672
101,cp18j086_2,7.29661750793457
102,cp13f057_4,7.292582988739014
103,cp19k033_3,7.289475440979004
104,cp20l042_5,7.280145168304443
105,cp09b072_2,7.278104782104492
106,cp09b064_3,7.242997169494629
107,cp14g031_2,7.211755752563477
108,cp19k119_7,7.208994388580322
109,cp14g150_3,7.179659366607666
110,cp20l019_6,7.174774169921875
111,cp19k028_4,7.1739068031311035
112,cp11d047_2,7.171932697296143
113,cp14g048_3,7.165276527404785
114,cp20l099_7,7.152408599853516
115,cp20l107_6,7.124791145324707
116,cp20l026_3,7.120492935180664
117,cp11d050_3,7.10884428024292
118,cp20l067_3,7.089282035827637
119,cp17i078_5,7.0853590965271
120,cp19k069_3,7.0809454917907715
121,cp17i097_1,7.068249702453613
122,cp08a133_4,7.063159942626953
123,cp14g074_1,7.021614074707031
124,cp17i059_4,7.007552146911621
125,cp09b057_4,6.965134143829346
126,cp09b150_4,6.964523792266846
127,cp20l022_5,6.95138692855835
128,cp13f061_4,6.950982570648193
129,cp18j092_1,6.948474407196045
130,cp17i024_2,6.942543029785156
131,cp17i083_3,6.937806606292725
132,cp20l111_6,6.936971187591553
133,cp17i022_3,6.923830986022949
134,cp20l123_6,6.919247150421143
135,cp11d133_4,6.918038845062256
136,cp17i095_3,6.899580478668213
137,cp14g069_5,6.886439323425293
138,cp14g148_2,6.884120941162109
139,cp14g105_4,6.87596321105957
140,cp11d021_1,6.871384620666504
141,cp20l025_2,6.772258758544922
142,cp19k059_3,6.770131587982178
143,cp11d144_2,6.751514434814453
144,cp14g039_1,6.739811420440674
145,cp14g068_1,6.737421989440918
146,cp19k036_5,6.72537899017334
147,cp17i090_3,6.6807355880737305
148,cp17i072_5,6.67172908782959
149,cp20l124_7,6.67101526260376
150,cp20l102_5,6.650972843170166
151,cp19k043_3,6.6378703117370605
152,cp20l048_3,6.608371257781982
153,cp20l019_8,6.603704452514648
154,cp17i038_2,6.598979473114014
155,cp20l142_1,6.575582027435303
156,cp08a098_3,6.553499698638916
157,cp14g121_6,6.55155611038208
158,cp13f058_3,6.550638198852539
159,cp20l024_3,6.537964820861816
160,cp08a032_3,6.522359371185303
161,cp20l035_2,6.5204668045043945
162,cp19k042_2,6.50898551940918
163,cp19k042_3,6.502126216888428
164,cp09b047_4,6.501770496368408
165,cp09b092_4,6.488970756530762
166,cp20l110_5,6.485024929046631
167,cp17i151_2,6.484005451202393
168,cp14g141_2,6.483364582061768
169,cp17i076_7,6.4806060791015625
170,cp20l025_3,6.480569839477539
171,cp19k039_1,6.478191375732422
172,cp14g065_3,6.455292701721191
173,cp17i058_3,6.438687324523926
174,cp13f069_3,6.42388391494751
175,cp18j071_6,6.422502040863037
176,cp17i069_3,6.419376373291016
177,cp18j127_6,6.41541862487793
178,cp09b119_6,6.412524700164795
179,cp17i074_1,6.411031723022461
180,cp14g119_5,6.40812873840332
181,cp17i053_5,6.406435012817383
182,cp20l046_2,6.3965606689453125
183,cp19k056_3,6.3920087814331055
184,cp13f139_1,6.388636589050293
185,cp19k127_6,6.382046222686768
186,cp08a058_3,6.382024765014648
187,cp08a054_4,6.363043785095215
188,cp20l119_7,6.359834671020508
189,cp17i093_3,6.348695278167725
190,cp14g072_5,6.348299980163574
191,cp19k048_1,6.3459014892578125
192,cp14g029_3,6.327475547790527
193,cp19k148_2,6.3226447105407715
194,cp17i124_7,6.316555976867676
195,cp20l075_6,6.314586162567139
196,cp11d046_2,6.312102794647217
197,cp20l047_2,6.302084922790527
198,cp19k049_1,6.293567657470703
199,cp14g030_5,6.287428379058838
200,cp19k064_2,6.2729339599609375
201,cp17i053_1,6.268275737762451
202,cp17i061_2,6.265515327453613
203,cp20l151_6,6.262421607971191
204,cp19k062_3,6.257934093475342
205,cp17i143_1,6.249931335449219
206,cp09b085_5,6.2488112449646
207,cp19k032_4,6.244817733764648
208,cp18j121_6,6.231935501098633
209,cp20l050_2,6.220771789550781
210,cp14g058_1,6.216155052185059
211,cp19k147_1,6.215759754180908
212,cp20l068_2,6.209897041320801
213,cp17i145_2,6.208798885345459
214,cp17i088_2,6.207891941070557
215,cp08a115_4,6.207688331604004
216,cp14g107_5,6.205962657928467
217,cp20l057_1,6.205877304077148
218,cp17i077_5,6.2036285400390625
219,cp19k023_4,6.189167499542236
220,cp19k115_4,6.180160999298096
221,cp17i056_4,6.163998603820801
222,cp13f045_3,6.149903297424316
223,cp11d088_3,6.146224498748779
224,cp09b061_5,6.144086837768555
225,cp17i073_4,6.139562129974365
226,cp11d107_7,6.132729530334473
227,cp18j123_5,6.129541397094727
228,cp13f087_3,6.129171371459961
229,cp14g086_1,6.110840797424316
230,cp20l103_6,6.10518217086792
231,cp19k122_4,6.09288215637207
232,cp08a095_2,6.087392807006836
233,cp12e092_4,6.085982322692871
234,cp20l019_0,6.0821332931518555
235,cp09b086_2,6.080563545227051
236,cp20l021_2,6.0761332511901855
237,cp14g132_7,6.075138092041016
238,cp13f041_1,6.0729193687438965
239,cp09b103_6,6.053684234619141
240,cp19k127_7,6.042230129241943
241,cp19k060_3,6.0387749671936035
242,cp18j102_4,6.014779090881348
243,cp14g083_3,6.010083198547363
244,cp19k108_5,6.00637149810791
245,cp11d043_2,6.006257057189941
246,cp20l134_2,6.00263786315918
247,cp17i039_2,5.988508701324463
248,cp13f048_3,5.95546817779541
249,cp20l037_2,5.949284553527832
250,cp18j135_6,5.946022987365723
251,cp20l068_1,5.932990550994873
252,cp09b107_4,5.927132606506348
253,cp18j058_4,5.914431095123291
254,cp20l066_3,5.913960933685303
255,cp19k109_4,5.911540985107422
256,cp09b075_6,5.905594825744629
257,cp13f083_4,5.903087615966797
258,cp20l028_5,5.8987321853637695
259,cp17i050_2,5.892141342163086
260,cp08a104_5,5.887773036956787
261,cp09b109_4,5.885790824890137
262,cp14g071_7,5.867109298706055
263,cp14g088_4,5.867010116577148
264,cp13f115_5,5.859230041503906
265,cp08a072_3,5.857998847961426
266,cp19k146_7,5.8573455810546875
267,cp20l148_2,5.847625732421875
268,cp11d060_3,5.84526252746582
269,cp20l042_3,5.824822425842285
270,cp09b090_2,5.819324016571045
271,cp17i020_4,5.815929412841797
272,cp17i126_7,5.810602188110352
273,cp19k044_3,5.803664207458496
274,cp20l019_9,5.789597034454346
275,cp14g066_5,5.789109706878662
276,cp09b030_5,5.78399658203125
277,cp17i116_4,5.7836079597473145
278,cp11d150_4,5.781153678894043
279,cp18j095_4,5.769018650054932
280,cp17i117_3,5.7661848068237305
281,cp19k035_2,5.757943630218506
282,cp17i051_1,5.756808280944824
283,cp19k022_3,5.752425670623779
284,cp08a080_4,5.74752950668335
285,cp14g086_3,5.747441291809082
286,cp19k134_7,5.7429938316345215
287,cp14g030_4,5.738413333892822
288,cp19k113_6,5.737422466278076
289,cp13f036_5,5.73552131652832
290,cp14g121_4,5.731383800506592
291,cp14g114_5,5.710165977478027
292,cp19k019_8,5.709843635559082
293,cp20l077_7,5.708158016204834
294,cp17i086_2,5.6964216232299805
295,cp11d135_4,5.688147068023682
296,cp18j120_5,5.685579299926758
297,cp17i146_2,5.6800031661987305
298,cp19k139_1,5.66597843170166
299,cp14g043_1,5.6619768142700195
300,cp08a022_4,5.660719871520996
301,cp14g134_4,5.6594343185424805
302,cp19k046_4,5.6548027992248535
303,cp13f058_2,5.654067039489746
304,cp14g054_5,5.651736736297607
305,cp20l051_2,5.647316932678223
306,cp11d081_5,5.647062301635742
307,cp19k140_1,5.644251823425293
308,cp19k077_4,5.640623569488525
309,cp13f024_3,5.630962371826172
310,cp15h135_5,5.630290508270264
311,cp14g131_6,5.628103256225586
312,cp17i033_1,5.622665882110596
313,cp17i138_2,5.621160507202148
314,cp18j121_7,5.611209869384766
315,cp17i077_4,5.597590923309326
316,cp13f104_4,5.594822883605957
317,cp14g106_6,5.58889627456665
318,cp08a025_3,5.58782434463501
319,cp20l064_2,5.584312438964844
320,cp17i131_5,5.5812201499938965
321,cp20l135_5,5.580045223236084
322,cp17i116_5,5.568465232849121
323,cp20l150_6,5.559944152832031
324,cp14g078_1,5.557836532592773
325,cp11d047_1,5.556590557098389
326,cp19k074_1,5.550277233123779
327,cp18j105_6,5.548811435699463
328,cp08a101_6,5.542101860046387
329,cp19k041_3,5.539658546447754
330,cp09b077_4,5.539214611053467
331,cp18j106_6,5.534816265106201
332,cp14g044_4,5.532425880432129
333,cp13f147_1,5.530035018920898
334,cp17i091_3,5.521890640258789
335,cp13f104_6,5.520845890045166
336,cp17i150_6,5.516552925109863
337,cp13f081_6,5.509993076324463
338,cp17i101_5,5.508190631866455
339,cp14g040_4,5.5047760009765625
340,cp19k070_6,5.498201847076416
341,cp20l127_7,5.4959797859191895
342,cp17i124_4,5.492217540740967
343,cp20l125_5,5.490659236907959
344,cp17i095_5,5.477407455444336
345,cp17i102_6,5.470888614654541
346,cp20l117_7,5.470831871032715
347,cp14g095_3,5.4674601554870605
348,cp17i041_2,5.466280460357666
349,cp17i020_5,5.442849159240723
350,cp17i134_3,5.425352573394775
351,cp18j069_3,5.420629501342773
352,cp17i089_3,5.419594764709473
353,cp19k134_5,5.413763523101807
354,cp14g052_2,5.412170886993408
355,cp19k070_5,5.400576591491699
356,cp08a049_4,5.399534225463867
357,cp14g070_6,5.397472858428955
358,cp08a152_2,5.382297515869141
359,cp18j150_4,5.381512641906738
